run_id,task_id,task_key,name,project,cwd,created_at,finished_at,duration_s,complexity,est_minutes,profile,model,read_only,prompt_chars,quality,worth_it,api_calls,output_tokens,input_tokens,cached_input_tokens,peak_context,thinking_chars,text_chars,tool_calls,blocked_category,n_blocked,verified,verified_iterations,batch_id,task_status
345769a7,45826ff32c6a4dca8d9cae40b663e3fe,manifest-capture-gate-design,manifest-capture-gate-design,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789126551.7025638,,,small,14,fast,local-fast,False,902,,,,,,,,,,,,0,0,,,active
76f3dd03,cc7bb75d76eb42bbb61a1bbe53a87632,thermal-frozen-record-fix-r2,thermal-frozen-record-fix-r2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789127768.2046342,,,small,8,fast,local-fast,False,871,,,,,,,,,,,,0,0,,,active
1d686a42,a6dbb3982ddb4a4cac06045954c4950f,validation-reexports-finish-r2,validation-reexports-finish-r2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789127772.3339734,,,small,8,fast,local-fast,False,887,,,,,,,,,,,,0,0,,,active
1f0c500d,140c72b8662f4bc39853fbcd28a76aae,contracts-api-finish-r2,contracts-api-finish-r2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789127776.4579284,,,small,8,fast,local-fast,False,755,,,,,,,,,,,,0,0,,,active
9f1e439f,737e9f3dbca84567a55ab15afea78783,root-api-audit-r4,root-api-audit-r4,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789127780.5469067,,,small,8,fast,local-fast,False,660,,,,,,,,,,,,0,0,,,active
e57aba4a,19f7a53fd81747f79cdc8c91655c142c,p05-sim-gate-recipe-r4,p05-sim-gate-recipe-r4,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789127784.7360473,,,small,8,fast,local-fast,False,684,,,,,,,,,,,,0,0,,,active
73df4c6e,ee844e0f56304e1b84356cffeb13c9cc,parity-nonfinite-failclosed-r2,parity-nonfinite-failclosed-r2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789127788.8271637,,,small,8,fast,local-fast,False,874,,,,,,,,,,,,0,0,,,active
5d23f4c1,070483280288490c8d94ebf5f37f6adf,manifest-gate-design-finish-r2,manifest-gate-design-finish-r2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789127793.0993927,,,small,8,fast,local-fast,False,712,,,,,,,,,,,,0,0,,,active
599b506f,1afd012ddfd5469894acd088613d475c,recorder-duplicate-id-failclosed-r2,recorder-duplicate-id-failclosed-r2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789127797.2486887,,,small,8,fast,local-fast,False,834,,,,,,,,,,,,0,0,,,active
d6634072,39fef31441e44841b2e723719f0b9027,fast-bridge-runtime-recipe-r3,fast-bridge-runtime-recipe-r3,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789127921.7281268,,,small,10,fast,local-fast,False,791,,,,,,,,,,,,0,0,,,active
fa105c9e,5cbb1dd2d28e4575a78ef709f656b343,current-diff-blockers-r2,current-diff-blockers-r2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789127925.831498,,,small,10,fast,local-fast,False,735,,,,,,,,,,,,0,0,,,active
bfd6ce81,8cbe1ce81ca24b5daaff3a2838e5f4f7,p03-loss-counters,p03-loss-counters,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789127930.5942082,,,small,10,fast,local-fast,False,964,,,,,,,,,,,,0,0,,,active
c110e609,c58f7f67e72445cbaa29917f3339aeee,p03-topic-qos-registry,p03-topic-qos-registry,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789127934.5851526,,,small,10,fast,local-fast,False,952,,,,,,,,,,,,0,0,,,active
1e2f640b,8eac66119438452baa1cbc43edb2ed93,p03-schema-hash,p03-schema-hash,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789127938.6156728,,,small,10,fast,local-fast,False,902,,,,,,,,,,,,0,0,,,active
8ac9cdb1,ef72edfe683f46e196c8e60c255956de,p03-throughput-metrics,p03-throughput-metrics,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789127942.8369577,,,small,10,fast,local-fast,False,911,,,,,,,,,,,,0,0,,,active
37084fe3,03e6a46e745e44ad80eb8cc2c40fe418,p00-real-capture-template,p00-real-capture-template,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789127946.8840108,,,small,10,fast,local-fast,False,916,,,,,,,,,,,,0,0,,,active
97e630ee,eb61cdbf4aae42cba31f87bc267b936c,p06-recipe-contract-test,p06-recipe-contract-test,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789127951.1760135,,,small,10,fast,local-fast,False,855,,,,,,,,,,,,0,0,,,active
339178ca,857f120d42c64e9c877dbd3a3ab38b25,manifest-capture-gate-impl,manifest-capture-gate-impl,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789128126.9407237,,,small,10,fast,local-fast,False,952,,,,,,,,,,,,0,0,,,active
c65a41af,e5858494cf144069b6c8dc500dba81b9,p05-recipe-contract-test-r2,p05-recipe-contract-test-r2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789128319.0630956,,,small,10,fast,local-fast,False,586,,,,,,,,,,,,0,0,,,active
a02ba2f3,d694f27e4e0745a8a0edd69c3ebee8ab,p06-cli-dry-run-evidence-r2,p06-cli-dry-run-evidence-r2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789128323.046422,,,small,10,fast,local-fast,False,552,,,,,,,,,,,,0,0,,,active
20446eda,cc7ba6b5cf7845048416bc339454720b,p05-offline-gate-execution-r2,p05-offline-gate-execution-r2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789128326.9722133,,,small,10,fast,local-fast,False,624,,,,,,,,,,,,0,0,,,active
62336cc9,eb94721eb0794ce6b411f110f784e840,p04-live-contract-map-r2,p04-live-contract-map-r2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789128330.9867852,,,small,10,fast,local-fast,False,596,,,,,,,,,,,,0,0,,,active
51211418,0e3af5c7f2554b36ab116979a0fe364a,sim-real-packaging-smoke-r2,sim-real-packaging-smoke-r2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789128335.0787559,,,small,10,fast,local-fast,False,568,,,,,,,,,,,,0,0,,,active
9719eee3,4cea5f53ce7447df9ef418021edbc656,sim-real-evidence-link-test-r2,sim-real-evidence-link-test-r2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789128339.161688,,,small,10,fast,local-fast,False,573,,,,,,,,,,,,0,0,,,active
4dc4b5b0,46a5efc553624e9eb93938643b2d2c3b,sim-real-phase-matrix-refresh-r2,sim-real-phase-matrix-refresh-r2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789128343.2587974,,,small,10,fast,local-fast,False,609,,,,,,,,,,,,0,0,,,active
b971f77c,f866f0cf282040e4851f5843d86d5abd,p03-new-modules-review,p03-new-modules-review,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789128347.2547443,,,small,10,fast,local-fast,False,619,,,,,,,,,,,,0,0,,,active
00865ef1,417c4ffaf5a64737ba73708830e0e55d,p03-public-api-audit,p03-public-api-audit,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789128351.3184202,,,small,10,fast,local-fast,False,575,,,,,,,,,,,,0,0,,,active
bdbb606c,1f6c9066309a4079aa963e2420f7a67f,sim-real-full-regression-r3,sim-real-full-regression-r3,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789128355.3509803,,,small,10,fast,local-fast,False,561,,,,,,,,,,,,0,0,,,active
87228dd6,8a4b1d49ba47496294bd8433b3c751b1,p03-focused-regression,p03-focused-regression,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789128359.3787978,,,small,10,fast,local-fast,False,596,,,,,,,,,,,,0,0,,,active
14bee912,814ce098cfb048989a231546277e17e5,sim-real-style-audit,sim-real-style-audit,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789128363.7421112,,,small,10,fast,local-fast,False,596,,,,,,,,,,,,0,0,,,active
27640a7f,b15ce1ea8ac146a48f691d52d031e26b,thermal-dataset-spec,thermal-dataset-spec,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789128367.7912936,,,small,10,fast,local-fast,False,636,,,,,,,,,,,,0,0,,,active
21f4777a,afc4d979e42742f8a76f72c0bdab78d3,real-ingestion-boundary-spec,real-ingestion-boundary-spec,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789128371.8538668,,,small,10,fast,local-fast,False,630,,,,,,,,,,,,0,0,,,active
b1d73625,80438f68afcc458d90cb73c7d5233e3a,sim-real-open-gates-refresh,sim-real-open-gates-refresh,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789128375.9489849,,,small,10,fast,local-fast,False,618,,,,,,,,,,,,0,0,,,active
f6c2712a,94c10818b078419394ee561dd509b859,manifest-gate-public-export,manifest-gate-public-export,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789128444.6061378,,,small,8,fast,local-fast,False,933,,,,,,,,,,,,0,0,,,active
eaec5b80,c2f92ca404d24bbaab26840e9541032b,live-actuator-timestamp-gate,live-actuator-timestamp-gate,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789133928.095054,,,small,35,fast,local-fast,False,972,,,,,,,,,,,,0,0,,,active
be92aeb4,d331bd0d24164250bcbed1f19d2da828,p03-recorder-public-exports,p03-recorder-public-exports,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789133931.9266143,,,small,12,fast,local-fast,False,756,,,,,,,,,,,,0,0,,,active
002a3b12,dd603ca7bc0c4679816a02a920536b3d,p03-topic-registry-reconcile,p03-topic-registry-reconcile,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789133935.776911,,,small,8,fast,local-fast,False,642,,,,,,,,,,,,0,0,,,active
724de9e1,3f637a7502e5481592fd636fba11c038,p03-loss-integration-design,p03-loss-integration-design,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789133939.66215,,,small,8,fast,local-fast,False,655,,,,,,,,,,,,0,0,,,active
8c28b79f,4bc8f5f1d48e42799465b5b00031cc1d,p03-schema-integration-design,p03-schema-integration-design,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789133943.787605,,,small,8,fast,local-fast,False,639,,,,,,,,,,,,0,0,,,active
ceba4cb7,c62abb8e53504d6f84bd2252aa99510b,p03-throughput-integration-design,p03-throughput-integration-design,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789133947.5845144,,,small,8,fast,local-fast,False,635,,,,,,,,,,,,0,0,,,active
a5733603,ddaf505c7ae5433daec3c36eb290d535,p03-new-modules-review-r2,p03-new-modules-review-r2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789133951.4484296,,,small,8,fast,local-fast,False,601,,,,,,,,,,,,0,0,,,active
0d89b9c0,236f11a23aca4f6f9ca5302eced8dce5,p03-cli-wiring-audit,p03-cli-wiring-audit,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789133955.353086,,,small,10,fast,local-fast,False,667,,,,,,,,,,,,0,0,,,active
010d7031,789e2a6ea30a4f90b3571959b3b595f8,p07-pilot-scenario-template,p07-pilot-scenario-template,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789133959.2464027,,,small,8,fast,local-fast,False,681,,,,,,,,,,,,0,0,,,active
c815ea9f,d1f1eb9fb370402583b07812bcf3ca12,p06-run-manifest-template,p06-run-manifest-template,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789133963.294921,,,small,8,fast,local-fast,False,704,,,,,,,,,,,,0,0,,,active
20066198,407822ceff4648b388dcb6987c7dee8f,p04-adapter-adversarial-coverage,p04-adapter-adversarial-coverage,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789133967.3692613,,,small,10,fast,local-fast,False,689,,,,,,,,,,,,0,0,,,active
ea944e3b,63357cdc492e4fe1aa52687ab59bdb7c,p10-sim-sensor-inventory,p10-sim-sensor-inventory,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789133971.272363,,,small,10,fast,local-fast,False,679,,,,,,,,,,,,0,0,,,active
2cb60060,f6ced3d9927d407fa8eeee6fc0def5d8,p06-parity-output-contract,p06-parity-output-contract,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789133975.1715639,,,small,8,fast,local-fast,False,662,,,,,,,,,,,,0,0,,,active
9e3ba971,882967bc74fc4b7784324069c8bc0ee4,p03-recorder-suite-run,p03-recorder-suite-run,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789133979.3228064,,,small,20,fast,local-fast,False,617,,,,,,,,,,,,0,0,,,active
057f9880,69ae89087401498ea8633e66be9586e0,sim-real-suite-run-latest,sim-real-suite-run-latest,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789133983.2946656,,,small,15,fast,local-fast,False,584,,,,,,,,,,,,0,0,,,active
9146c081,efb806f149224e32822bb6a943c98d49,pre-sim-comparison-readiness,pre-sim-comparison-readiness,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789133987.1956122,,,small,8,fast,local-fast,False,679,,,,,,,,,,,,0,0,,,active
d3755037,e163c0126bd44a128e1d54bb66b019e1,p06-live-pair-r2,p06-live-pair-r2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789140965.1531603,,,small,30,fast,local-fast,False,831,,,,,,,,,,,,0,0,,,active
84e2c390,5e0dbffc841945aab9fb00da7383c7b2,p05-regex-fix-r2,p05-regex-fix-r2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789140968.565774,,,small,10,fast,local-fast,False,554,,,,,,,,,,,,0,0,,,active
aba2a092,e94b0ba68c38475ca3bd3f9cfab5641b,p03-primitives-review-r3,p03-primitives-review-r3,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789140971.987758,,,small,8,fast,local-fast,False,618,,,,,,,,,,,,0,0,,,active
06465744,f2c2ce2f99ee442890e7ce2841bc6416,p03-topic-reconcile-r3,p03-topic-reconcile-r3,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789140975.4083455,,,small,8,fast,local-fast,False,605,,,,,,,,,,,,0,0,,,active
5c71834c,35447529982d4b149d9ac667bd0720c1,p03-loss-design-r3,p03-loss-design-r3,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789140978.8281722,,,small,8,fast,local-fast,False,607,,,,,,,,,,,,0,0,,,active
a0e39c37,971a483f810144c7a3c8c8d2966bd8b1,p03-throughput-design-r3,p03-throughput-design-r3,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789140982.24186,,,small,8,fast,local-fast,False,584,,,,,,,,,,,,0,0,,,active
0eec7d63,cc25930e338743fc90f20d95205223bf,p07-pilot-template-r3,p07-pilot-template-r3,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789140985.6531284,,,small,8,fast,local-fast,False,591,,,,,,,,,,,,0,0,,,active
3470fe04,8e0cac49b3b24e7aad400132d38ac209,p06-output-contract-r3,p06-output-contract-r3,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789140989.071893,,,small,8,fast,local-fast,False,617,,,,,,,,,,,,0,0,,,active
27f2535c,03b14509fa3f45e291e3229633f88838,p03-schema-binding-r2,p03-schema-binding-r2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789140992.495787,,,small,12,fast,local-fast,False,690,,,,,,,,,,,,0,0,,,active
37f2e53e,9e5bf70970734d6f81c8409fdbacc411,p03-capture-health-r2,p03-capture-health-r2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789140995.9132173,,,small,12,fast,local-fast,False,663,,,,,,,,,,,,0,0,,,active
1af4a47b,71be6a6907f64c31a526ef5336bc0889,p03-readiness-tests-r2,p03-readiness-tests-r2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789140999.348963,,,small,10,fast,local-fast,False,571,,,,,,,,,,,,0,0,,,active
e255653d,0db43df272b84beda49a0aff918c90e1,p10-sensor-workloads-r2,p10-sensor-workloads-r2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789141002.789102,,,small,12,fast,local-fast,False,583,,,,,,,,,,,,0,0,,,active
c5d8294b,c4053a9ae491456ba7641815a166eb16,plan-timestamp-pass-r2,plan-timestamp-pass-r2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789141006.206801,,,small,8,fast,local-fast,False,572,,,,,,,,,,,,0,0,,,active
16c29b17,86c1abb01e2743cd9e34127cedf9f602,timestamp-recipe-fix-r2,timestamp-recipe-fix-r2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789141009.6420774,,,small,6,fast,local-fast,False,596,,,,,,,,,,,,0,0,,,active
d6c83c58,4dd16eac84264f128c2958bd93e8dcfc,p03-cli-contract-r2,p03-cli-contract-r2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789141013.062025,,,small,10,fast,local-fast,False,602,,,,,,,,,,,,0,0,,,active
27aadcd8,03ba479f84c3494eaa6242690a84dd46,pair-report-r2,pair-report-r2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789141016.4826052,,,small,14,fast,local-fast,False,704,,,,,,,,,,,,0,0,,,active
0cc8635f,617fddd77e5e4e3f83a85c7f7055df48,physx-session-salvage,physx-session-salvage,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789142894.7764022,,,small,8,fast,local-fast,False,964,,,,,,,,,,,,0,0,,,active
e1d3428c,1d06c66bfdeb4969ada8170a98776b0c,p07-template-finish-r4,p07-template-finish-r4,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789142898.4237435,,,small,8,fast,local-fast,False,723,,,,,,,,,,,,0,0,,,active
4895b58e,cc02b1340b7349939c104d448be7a0b5,schema-binding-finish-r3,schema-binding-finish-r3,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789142902.1264558,,,small,8,fast,local-fast,False,731,,,,,,,,,,,,0,0,,,active
749444f8,168e6018df1545fe980e36bdb7e86043,plan-timestamp-finish-r3,plan-timestamp-finish-r3,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789142905.7580674,,,small,8,fast,local-fast,False,672,,,,,,,,,,,,0,0,,,active
ac47497a,90278ac572184ab99abfeafc37c93fe7,p03-cli-contract-finish-r3,p03-cli-contract-finish-r3,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789142909.4045906,,,small,8,fast,local-fast,False,647,,,,,,,,,,,,0,0,,,active
db5740bb,73ee377612154ef1a5df0240b53ff7f4,gate-suite-check,gate-suite-check,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789142960.627893,,,trivial,5,fast,local-fast,False,817,,,,,,,,,,,,0,0,,,active
1114a5b7,4fc5c3190ffc454ea197b5fb9cf73ba2,manifest-suite-check,manifest-suite-check,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789142964.3804123,,,trivial,5,fast,local-fast,False,864,,,,,,,,,,,,0,0,,,active
58cc2539,0d230d5a9686440aa9f9eee76384723a,thermal-suite-check,thermal-suite-check,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789142968.0797076,,,trivial,5,fast,local-fast,False,862,,,,,,,,,,,,0,0,,,active
cda15333,6cad4af5dd284bd98952bdb857eccc35,fit-suite-check,fit-suite-check,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789142971.6760776,,,trivial,5,fast,local-fast,False,870,,,,,,,,,,,,0,0,,,active
5323734b,50d9a03fa3f243948015947f5eb9c87c,adapter-suite-check,adapter-suite-check,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789142975.1856184,,,trivial,5,fast,local-fast,False,866,,,,,,,,,,,,0,0,,,active
438fbd06,23d33bf35a3f4e29b64ffcad9edcd70a,experiment-suite-check,experiment-suite-check,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789142978.8143659,,,trivial,5,fast,local-fast,False,852,,,,,,,,,,,,0,0,,,active
73481097,a75bec61562b465d900a3c99f6f89039,sensor-suite-check,sensor-suite-check,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789142982.3680346,,,trivial,5,fast,local-fast,False,826,,,,,,,,,,,,0,0,,,active
be3d2788,c5ae11df51dd4b3383435cdbbcd921a2,parity-suite-check,parity-suite-check,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789142986.1049018,,,trivial,5,fast,local-fast,False,819,,,,,,,,,,,,0,0,,,active
cf138c28,7046f9cd3d644a9290445d8ff720b269,api-suite-check,api-suite-check,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789142989.6285253,,,trivial,5,fast,local-fast,False,889,,,,,,,,,,,,0,0,,,active
ee7fbe5b,05934c6ae9db418bbe27d9e7e9bd6367,recorder-p03-suite-check,recorder-p03-suite-check,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789142993.530971,,,trivial,5,fast,local-fast,False,939,,,,,,,,,,,,0,0,,,active
2ffa00cf,dba7499710bb4bd18dbf66717ccaad5c,fast-bridge-suite-check,fast-bridge-suite-check,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789142997.0544348,,,trivial,5,fast,local-fast,False,879,,,,,,,,,,,,0,0,,,active
967f9b4b,f0bd1cc962344f7cb95ea255bd63cc4e,physx-record-path-forensics,physx-record-path-forensics,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789143742.8410687,,,small,8,fast,local-fast,False,734,,,,,,,,,,,,0,0,,,active
7856df41,48f317741d574a80941b6b3c1b40f4c4,recorder-output-anchor-audit,recorder-output-anchor-audit,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789143746.2743957,,,small,8,fast,local-fast,False,686,,,,,,,,,,,,0,0,,,active
e3562091,62998d3bd6c548f69cd890e7e3d33f00,record-flag-contract-test,record-flag-contract-test,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789143750.8536801,,,small,8,fast,local-fast,False,680,,,,,,,,,,,,0,0,,,active
0ef00a46,258ebecff75946daa5811fddfeea2dfb,schema-binding-public-seam-fix,schema-binding-public-seam-fix,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789143754.2876859,,,small,12,fast,local-fast,False,856,,,,,,,,,,,,0,0,,,active
